src_id,ego_id,degree
100212873262175687923,110538600381916983600,646
100216074673268203873,100668989009254813743,466
100216074673268203873,116807883656585676940,696
100224598231112920422,109130886479781915270,784
100225101225176554894,101130571432010257170,517
100225101225176554894,101263615503715477581,640
100227019745071160416,106382433884876652170,480
100227019745071160416,107040353898400532534,553
100227343029580496294,109130886479781915270,925
100227343029580496294,111048918866742956374,682
100227436861049512391,111058843129764709244,431
100227436861049512391,116931379084245069738,562
100238746026920057941,101626577406833098387,447
100245173607132167999,105646458226420473639,503
100245173607132167999,106724181552911298818,426
100245173607132167999,111091089527727420853,441
100245173607132167999,116825083494890429556,450
100245598934601485425,116825083494890429556,545
100246625603662649365,107489144252174167638,613
100254889373963859162,103752943025677384806,698
100254889373963859162,107362628080904735459,776
100259110586396288358,100668989009254813743,511
100259110586396288358,104905626100400792399,770
100259110586396288358,105565257978663183206,439
100259110586396288358,106228758905254036967,467
100259110586396288358,109130886479781915270,483
100259110586396288358,111058843129764709244,638
100259110586396288358,115573545440464933254,454
100259110586396288358,116931379084245069738,752
100259110586396288358,117668392750579292609,451
100266801468988793540,105646458226420473639,1683
100266801468988793540,107040353898400532534,508
100266801468988793540,110538600381916983600,460
100267777884892163462,101263615503715477581,488
100268281156139418010,101373961279443806744,1146
100268281156139418010,103236949470535942612,854
100268281156139418010,103752943025677384806,1198
100268281156139418010,104607825525972194062,585
100268281156139418010,107362628080904735459,1157
100268281156139418010,107489144252174167638,1590
100268281156139418010,114124942936679476879,1453
100268281156139418010,117668392750579292609,439
100269568935957856827,100668989009254813743,457
100270750934700745963,103752943025677384806,447
100270750934700745963,107489144252174167638,584
100271919919197740007,111048918866742956374,515
100272640140087746541,117734260411963901771,567
100274807456209555586,104607825525972194062,469
100274807456209555586,106382433884876652170,723
100274807456209555586,107040353898400532534,587
100274807456209555586,107362628080904735459,480
100274807456209555586,112463391491520264813,583
100274807456209555586,116825083494890429556,530
100275127957118045048,107489144252174167638,1108
100275127957118045048,114124942936679476879,1153
100275307499530023476,100720409235366385249,515
100275307499530023476,109130886479781915270,526
100275307499530023476,111091089527727420853,546
100275456048197983226,107489144252174167638,987
100275456048197983226,114124942936679476879,942
100278966179074722175,106382433884876652170,464
100280588244912265639,105646458226420473639,968
100280588244912265639,109130886479781915270,588
100281398601546364521,105646458226420473639,572
100284485939530393059,107489144252174167638,551
100284485939530393059,114124942936679476879,516
100284657717362921303,114122960748905067938,456
100285309692991954022,101626577406833098387,552
100286605083704128736,111048918866742956374,505
100286605083704128736,114122960748905067938,842
100287066696468757498,100720409235366385249,482
100287066696468757498,103236949470535942612,442
100289415868691916064,113718775944980638561,672
100291741236696059367,100668989009254813743,489
100292799635263069743,101373961279443806744,496
100292799635263069743,106382433884876652170,482
100292799635263069743,112787435697866537461,681
100294995440554808691,108156134340151350951,466
100294995440554808691,111091089527727420853,457
100294995440554808691,114147483140782280818,850
100304707154952267096,101626577406833098387,647
100304950849823814739,107040353898400532534,674
100306771932768863870,106382433884876652170,557
100312172536208735378,103752943025677384806,1797
100312172536208735378,112787435697866537461,2722
100313757194946345283,104290609881668164623,474
100314060526272678839,115360471097759949621,439
100318284953757812785,100668989009254813743,453
100318284953757812785,100720409235366385249,816
100318284953757812785,101373961279443806744,1242
100318284953757812785,101626577406833098387,496
100318284953757812785,103236949470535942612,964
100318284953757812785,103752943025677384806,1630
100318284953757812785,105646458226420473639,1431
100318284953757812785,106724181552911298818,711
100318284953757812785,107040353898400532534,750
100318284953757812785,107362628080904735459,1220
100318284953757812785,107489144252174167638,1544
100318284953757812785,109213135085178239952,771
100318284953757812785,112463391491520264813,930
100318284953757812785,112787435697866537461,1566
100318284953757812785,113718775944980638561,1476
100318284953757812785,114124942936679476879,1146
100318284953757812785,115573545440464933254,445
100318284953757812785,116825083494890429556,791
100318284953757812785,116931379084245069738,631
100318471516698597202,113718775944980638561,1413
100320175239277283592,100720409235366385249,633
100320175239277283592,101263615503715477581,567
100320175239277283592,104290609881668164623,669
100320175239277283592,106382433884876652170,718
100320175239277283592,106724181552911298818,865
100320175239277283592,107040353898400532534,512
100320175239277283592,108156134340151350951,683
100320175239277283592,109130886479781915270,736
100320175239277283592,111091089527727420853,849
100320175239277283592,114147483140782280818,444
100323510115391995114,117734260411963901771,566
100327603635717936220,100129275726588145876,550
100327603635717936220,109596373340495798827,474
100327836545033470159,100720409235366385249,486
100327836545033470159,101130571432010257170,648
100327836545033470159,103537112468125883734,502
100327836545033470159,103752943025677384806,829
100327836545033470159,104290609881668164623,484
100327836545033470159,105646458226420473639,793
100327836545033470159,106186407539128840569,460
100327836545033470159,109213135085178239952,431
100327836545033470159,110971010308065250763,540
100327836545033470159,112463391491520264813,610
100327836545033470159,112787435697866537461,767
100327836545033470159,113718775944980638561,879
100327836545033470159,114124942936679476879,540
100331455369252459718,110538600381916983600,982
100333543044473222310,100129275726588145876,640
100336715807927506438,103236949470535942612,930
100336715807927506438,113718775944980638561,1292
100336715807927506438,114124942936679476879,1210
100337583583132526767,118107045405823607895,523
100338800222182203958,104905626100400792399,812
100338800222182203958,108156134340151350951,1140
100338800222182203958,111091089527727420853,1198
100338800222182203958,115273860520983542999,624
100339826073908172236,106382433884876652170,541
100345091457909095990,101373961279443806744,1338
100345091457909095990,103236949470535942612,736
100345091457909095990,112787435697866537461,1415
100345091457909095990,115360471097759949621,473
100345091457909095990,116931379084245069738,463
100348624348633155177,106382433884876652170,516
100348624348633155177,106724181552911298818,455
100348624348633155177,109130886479781915270,533
100348624348633155177,109596373340495798827,503
100348624348633155177,114122960748905067938,515
100349043435717066107,105646458226420473639,707
100353758776070329025,103537112468125883734,486
100356206578643168123,105646458226420473639,1414
100356206578643168123,110538600381916983600,703
100358994198405696624,101130571432010257170,1036
100358994198405696624,107489144252174167638,1386
100361218254418836871,104905626100400792399,684
100361218254418836871,104917160754181459072,556
100361218254418836871,106382433884876652170,1131
100361218254418836871,108156134340151350951,1109
100361218254418836871,109130886479781915270,1355
100361218254418836871,111091089527727420853,1402
100361218254418836871,116807883656585676940,1322
100361218254418836871,116825083494890429556,708
100361990439526979707,105646458226420473639,1356
100361990439526979707,110971010308065250763,813
100364084157949189199,107223200089245371832,487
100364507618269419480,101185748996927059931,543
100371901134822196233,101373961279443806744,1164
100371901134822196233,105646458226420473639,1939
100371901134822196233,107040353898400532534,569
100371901134822196233,107362628080904735459,1253
100371901134822196233,110538600381916983600,442
100372053012901360266,114122960748905067938,619
100373172192573450713,111058843129764709244,436
100373172192573450713,114122960748905067938,595
100374285739701782137,116825083494890429556,433
100379544576801445952,103752943025677384806,837
100379544576801445952,107362628080904735459,920
100379544576801445952,117668392750579292609,466
100382076211124259598,104290609881668164623,697
100382076211124259598,106724181552911298818,739
100382076211124259598,111048918866742956374,873
100382076211124259598,114122960748905067938,969
100382076211124259598,115516333681138986628,795
100382076211124259598,116825083494890429556,425
100382758901355515850,102170431816592344972,652
100382758901355515850,107040353898400532534,768
100382758901355515850,108156134340151350951,471
100382758901355515850,109130886479781915270,881
100382758901355515850,109596373340495798827,1078
100382758901355515850,111058843129764709244,812
100382758901355515850,114122960748905067938,849
100382758901355515850,116931379084245069738,574
100388110885251393284,101626577406833098387,514
100390111023341951431,101626577406833098387,458
100395194759341614248,107223200089245371832,479
100397511207083609950,100535338638690515335,518
100397511207083609950,102340116189726655233,442
100397511207083609950,104290609881668164623,778
100397511207083609950,106382433884876652170,946
100397511207083609950,106724181552911298818,951
100397511207083609950,107040353898400532534,772
100397511207083609950,108156134340151350951,699
100397511207083609950,109130886479781915270,1158
100397511207083609950,109596373340495798827,677
100397511207083609950,111048918866742956374,528
100397511207083609950,111091089527727420853,1409
100397511207083609950,112463391491520264813,521
100397511207083609950,114122960748905067938,837
100397511207083609950,114147483140782280818,846
100397511207083609950,115273860520983542999,660
100397511207083609950,115516333681138986628,701
100397511207083609950,116807883656585676940,937
100398188574403174312,107489144252174167638,429
100398188574403174312,112787435697866537461,455
100406086096378704496,114122960748905067938,492
100407268768959900414,112787435697866537461,698
100414409026788672356,111048918866742956374,615
100414624834238419119,105646458226420473639,1236
100414624834238419119,112787435697866537461,1517
100415345527134852246,109130886479781915270,595
100415345527134852246,109596373340495798827,453
100415345527134852246,111091089527727420853,741
100415345527134852246,114122960748905067938,628
100415345527134852246,114147483140782280818,486
100415345527134852246,115516333681138986628,546
100415345527134852246,116807883656585676940,604
100418018501028526447,105646458226420473639,872
100418018501028526447,110538600381916983600,1093
100418018501028526447,113718775944980638561,594
100418609570869132292,112787435697866537461,1279
100420633490191557798,115455024457484679647,830
100421645942994624735,106837574755355833243,702
100421655488973884511,109130886479781915270,546
100421655488973884511,111091089527727420853,644
100421655488973884511,114122960748905067938,597
100421655488973884511,115516333681138986628,458
100425739170055690781,100720409235366385249,674
100425739170055690781,101130571432010257170,761
100425739170055690781,101263615503715477581,1144
100425739170055690781,101373961279443806744,1181
100425739170055690781,103236949470535942612,840
100425739170055690781,103752943025677384806,977
100425739170055690781,104607825525972194062,651
100425739170055690781,104905626100400792399,578
100425739170055690781,104987932455782713675,1012
100425739170055690781,105565257978663183206,639
100425739170055690781,105646458226420473639,940
100425739170055690781,106724181552911298818,570
100425739170055690781,107362628080904735459,993
100425739170055690781,107489144252174167638,1692
100425739170055690781,109596373340495798827,587
100425739170055690781,111091089527727420853,466
100425739170055690781,112787435697866537461,960
100425739170055690781,113356364521839061717,447
100425739170055690781,114124942936679476879,1645
100425739170055690781,116825083494890429556,502
100427688072977285329,106382433884876652170,950
100427688072977285329,114122960748905067938,1003
100428913445089730790,107040353898400532534,578
100428913445089730790,112787435697866537461,1581
100434007800683653004,101626577406833098387,436
100435222901796569824,110538600381916983600,979
100435311988307080376,100720409235366385249,955
100435311988307080376,101185748996927059931,546
100435311988307080376,101263615503715477581,1466
100435311988307080376,101373961279443806744,1053
100435311988307080376,105646458226420473639,1128
100435311988307080376,107362628080904735459,1236
100435311988307080376,113356364521839061717,782
100438753693244145993,105646458226420473639,446
100439677742408559680,101373961279443806744,588
100439677742408559680,107489144252174167638,690
100442799203858155896,104905626100400792399,437
100442799203858155896,114122960748905067938,479
100443910872964342022,111048918866742956374,434
100443910872964342022,114122960748905067938,447
100446039411972959876,107362628080904735459,505
100446039411972959876,111091089527727420853,480
100447532306249738876,100129275726588145876,726
100451236642703846854,103892332449873403244,518
100451236642703846854,115625564993990145546,753
100458759797322732511,101130571432010257170,647
100458759797322732511,103752943025677384806,827
100458759797322732511,104607825525972194062,457
100458759797322732511,107489144252174167638,894
100458759797322732511,112463391491520264813,444
100458759797322732511,112787435697866537461,958
100458759797322732511,113356364521839061717,538
100458759797322732511,113718775944980638561,806
100458759797322732511,114124942936679476879,765
100458759797322732511,116825083494890429556,433
100463112827432518732,101130571432010257170,807
100463237530290106508,111091089527727420853,2054
100463344564987045291,114147483140782280818,460
100465861691586558681,101373961279443806744,1417
100465861691586558681,103236949470535942612,951
100465861691586558681,107040353898400532534,565
100465861691586558681,107489144252174167638,1900
100465861691586558681,110971010308065250763,680
100466385761165502673,114147483140782280818,449
100466467616992542684,114147483140782280818,428
100467247127009384190,107489144252174167638,972
100467247127009384190,109213135085178239952,547
100467247127009384190,114124942936679476879,994
100472608497932134515,105646458226420473639,420
100472608497932134515,107362628080904735459,468
100474120601582873486,103752943025677384806,553
100475561456657224558,100720409235366385249,519
100475561456657224558,101263615503715477581,549
100475561456657224558,101373961279443806744,1087
100475561456657224558,103236949470535942612,842
100475561456657224558,105646458226420473639,828
100475561456657224558,107362628080904735459,682
100475561456657224558,107489144252174167638,1507
100475561456657224558,109213135085178239952,436
100475561456657224558,113356364521839061717,485
100475561456657224558,114124942936679476879,1416
100481086146636292437,103752943025677384806,562
100481086146636292437,107362628080904735459,650
100485502590288225974,117734260411963901771,697
100487948960127602987,100129275726588145876,580
100488709397666286423,109130886479781915270,545
100488709397666286423,111091089527727420853,643
100492888463256600334,101130571432010257170,1132
100492888463256600334,101373961279443806744,1177
100492888463256600334,105646458226420473639,1442
100492888463256600334,107489144252174167638,1280
100492888463256600334,112787435697866537461,1452
100492888463256600334,113718775944980638561,1458
100492888463256600334,114124942936679476879,1089
100494032944997781247,103537112468125883734,755
100494032944997781247,112463391491520264813,1052
100494032944997781247,112787435697866537461,1591
100494264179552780611,118107045405823607895,758
100499952298709571227,101130571432010257170,605
100499952298709571227,103236949470535942612,565
100499952298709571227,103752943025677384806,871
100499952298709571227,105646458226420473639,760
100499952298709571227,112787435697866537461,811
100499952298709571227,113718775944980638561,789
100502356247926903919,101373961279443806744,910
100502356247926903919,109213135085178239952,868
100502566205982452982,107489144252174167638,768
100502566205982452982,112787435697866537461,689
100503776155518080662,105646458226420473639,1754
100503776155518080662,107040353898400532534,819
100503776155518080662,110538600381916983600,439
100504478671878761650,105646458226420473639,836
100504478671878761650,110538600381916983600,424
100506047561477482731,107040353898400532534,555
100507636570832524160,103752943025677384806,1834
100507636570832524160,105646458226420473639,1891
100507636570832524160,106186407539128840569,666
100507636570832524160,107489144252174167638,1783
100507636570832524160,110971010308065250763,864
100507636570832524160,112463391491520264813,1090
100507636570832524160,112787435697866537461,1890
100507636570832524160,113718775944980638561,1575
100508175102217994262,105646458226420473639,1110
100508175102217994262,106228758905254036967,567
100508175102217994262,110538600381916983600,532
100513454716900546707,101373961279443806744,710
100513454716900546707,103537112468125883734,463
100513454716900546707,105646458226420473639,610
100513454716900546707,107362628080904735459,612
100513454716900546707,109596373340495798827,433
100513454716900546707,113718775944980638561,559
100514293628614244892,100720409235366385249,836
100514293628614244892,114147483140782280818,868
100515183142262708357,110538600381916983600,423
100515419240145339011,106837574755355833243,459
100516331294177704642,107040353898400532534,559
100516331294177704642,111058843129764709244,427
100522625561161188418,106724181552911298818,602
100529664236448593221,109596373340495798827,530
100529664236448593221,114147483140782280818,445
100531009774205607370,105646458226420473639,1357
100531009774205607370,110538600381916983600,493
100531867994772412539,114122960748905067938,490
100535338638690515335,100668989009254813743,476
100535338638690515335,104290609881668164623,436
100535338638690515335,106382433884876652170,431
100535338638690515335,109130886479781915270,568
100535338638690515335,111091089527727420853,597
100535338638690515335,112463391491520264813,629
100535338638690515335,114122960748905067938,753
100535338638690515335,115273860520983542999,690
100535338638690515335,115516333681138986628,705
100535338638690515335,116807883656585676940,699
100538905565574313091,103752943025677384806,470
100538905565574313091,107362628080904735459,545
100539660087140325221,110538600381916983600,674
100542951519486111563,107223200089245371832,549
100545597066415598609,114122960748905067938,495
100552531898971306220,101130571432010257170,501
100552531898971306220,101373961279443806744,495
100552531898971306220,103752943025677384806,505
100552531898971306220,105646458226420473639,463
100552531898971306220,113171096418029011322,446
100552531898971306220,113718775944980638561,559
100554382943190866655,100668989009254813743,500
100555383096414009506,100129275726588145876,674
100555383096414009506,106382433884876652170,607
100555383096414009506,106724181552911298818,700
100557819052469826660,114124942936679476879,497
100560478564575980731,100668989009254813743,1037
100560478564575980731,107040353898400532534,877
100560478564575980731,114147483140782280818,938
100560478564575980731,115121555137256496805,428
100565026551395970582,109130886479781915270,897
100565026551395970582,111048918866742956374,739
100565197086734998321,116807883656585676940,1202
100565385083793662565,109130886479781915270,606
100565385083793662565,109596373340495798827,555
100565385083793662565,111048918866742956374,465
100565385083793662565,114122960748905067938,539
100565385083793662565,114147483140782280818,427
100566894659845026162,101130571432010257170,1008
100566894659845026162,101373961279443806744,1335
100566894659845026162,103236949470535942612,975
100566894659845026162,103752943025677384806,1485
100566894659845026162,105646458226420473639,1501
100566894659845026162,106186407539128840569,491
100566894659845026162,110971010308065250763,591
100566894659845026162,112463391491520264813,867
100566894659845026162,112787435697866537461,1337
100566894659845026162,113718775944980638561,1086
100566894659845026162,114124942936679476879,1547
100566894659845026162,116825083494890429556,544
100567210267949353465,103236949470535942612,948
100567210267949353465,105646458226420473639,1875
100567210267949353465,110971010308065250763,1008
100567210267949353465,113718775944980638561,1784
100570491959251190941,109130886479781915270,459
100570943621691880802,103752943025677384806,440
100570943621691880802,113718775944980638561,516
100573379791346515098,106382433884876652170,1017
100575608545287657182,107040353898400532534,919
100578645684682196736,113718775944980638561,512
100578645684682196736,118107045405823607895,479
100579555798384089908,105646458226420473639,497
100580349003099136931,101373961279443806744,489
100580349003099136931,107489144252174167638,687
100580349003099136931,114124942936679476879,660
100580869289139873605,106382433884876652170,934
100580869289139873605,107040353898400532534,759
100580869289139873605,109596373340495798827,983
100580869289139873605,114122960748905067938,760
100580888383291593760,111048918866742956374,457
100580888383291593760,116807883656585676940,733
100583643768601491449,102170431816592344972,458
100583643768601491449,104917160754181459072,612
100583643768601491449,106382433884876652170,1147
100583643768601491449,107040353898400532534,917
100583643768601491449,107203023379915799071,645
100583643768601491449,111058843129764709244,610
100583643768601491449,112463391491520264813,992
100583643768601491449,112787435697866537461,715
100583643768601491449,114122960748905067938,930
100583643768601491449,114124942936679476879,893
100583643768601491449,114147483140782280818,1202
100583643768601491449,116315897040732668413,427
100583643768601491449,116807883656585676940,703
100584443531788315896,100668989009254813743,503
100584443531788315896,102340116189726655233,423
100584443531788315896,104607825525972194062,493
100584443531788315896,105565257978663183206,500
100584443531788315896,106382433884876652170,686
100584443531788315896,106724181552911298818,444
100584443531788315896,107040353898400532534,458
100584443531788315896,109130886479781915270,664
100584443531788315896,109596373340495798827,604
100584443531788315896,111048918866742956374,480
100584443531788315896,112463391491520264813,529
100584443531788315896,114122960748905067938,566
100584443531788315896,115516333681138986628,428
100584443531788315896,116807883656585676940,466
100584443531788315896,116825083494890429556,633
100584544075742338361,101263615503715477581,557
100584544075742338361,101373961279443806744,624
100584544075742338361,103752943025677384806,739
100584544075742338361,104607825525972194062,564
100584544075742338361,106724181552911298818,648
100584544075742338361,112787435697866537461,780
100584544075742338361,118107045405823607895,437
100586461319763000734,101373961279443806744,480
100586461319763000734,103752943025677384806,727
100586461319763000734,105646458226420473639,518
100586461319763000734,107362628080904735459,539
100586461319763000734,107489144252174167638,483
100586461319763000734,113718775944980638561,490
100586461319763000734,114124942936679476879,451
100588859137979271481,111048918866742956374,719
100590879165053386347,101373961279443806744,522
100590879165053386347,103236949470535942612,467
100592554236832649644,106382433884876652170,857
100593696770419986561,103752943025677384806,782
100593696770419986561,107362628080904735459,794
100597038897915499206,109130886479781915270,520
100597854803913957898,107362628080904735459,531
100598522355927319433,103752943025677384806,803
100601605002654147463,105646458226420473639,1065
100603420708037491047,105646458226420473639,553
100603420708037491047,106724181552911298818,949
100603420708037491047,107362628080904735459,607
100603420708037491047,109596373340495798827,664
100603420708037491047,111091089527727420853,1094
100603420708037491047,114124942936679476879,528
100603420708037491047,116825083494890429556,680
100607614933846928649,109130886479781915270,564
100609929356873885072,101130571432010257170,520
100609929356873885072,103752943025677384806,648
100609929356873885072,105646458226420473639,581
100609929356873885072,112463391491520264813,445
100609929356873885072,112787435697866537461,840
100610266767332048089,105646458226420473639,1437
100610266767332048089,110538600381916983600,840
100610815908101628801,101130571432010257170,567
100610815908101628801,103752943025677384806,1107
100610815908101628801,112787435697866537461,807
100612998680943733338,104987932455782713675,544
100614145404577079934,107362628080904735459,425
100617334118800515397,116807883656585676940,474
100618320397493541404,107362628080904735459,573
100619767619036001799,103752943025677384806,422
100619767619036001799,105646458226420473639,445
100619767619036001799,107362628080904735459,420
100621204114976031079,100668989009254813743,576
100621204114976031079,101130571432010257170,883
100621204114976031079,101263615503715477581,1347
100621204114976031079,101373961279443806744,968
100621204114976031079,101626577406833098387,556
100621204114976031079,103236949470535942612,553
100621204114976031079,103752943025677384806,1133
100621204114976031079,104607825525972194062,916
100621204114976031079,105646458226420473639,1169
100621204114976031079,106382433884876652170,1233
100621204114976031079,106724181552911298818,1146
