user_id,degree
109169756610894242421,229
116694708525871361582,316
111048918866742956374,2454
108470782772821648496,1488
111675759130975675454,884
110643099305088554305,590
105962647214541573117,301
110262635231675893592,2459
108282121506388079527,307
117437841282077965369,674
106276817955872952171,228
109923941665874520762,341
103399997814775349105,519
102774783758711593873,365
111366164936189851916,2123
110687757011038291457,551
111280109764021690329,539
116457580081365988591,575
113549258074749840512,1002
102559542739876837882,340
111255863953184177902,188
116531647672725843929,446
116931379084245069738,2461
107553064993463019756,348
118323006760401758037,251
106836545009068405661,1692
102936044069770310105,995
107375322906605680039,1721
104034937425481327639,1012
116890407093456889987,655
103306474570290525820,248
117575885854770843906,371
113005598523650662637,516
118246412183062133215,212
101767132811999930647,421
104894729290120450015,210
116264738258350287848,217
109130886479781915270,3367
118295605729354459115,811
109237485747839442335,271
112317819390625199896,377
106944536119733342041,1145
112336147904981294875,670
100516349775083118898,296
105281194557166307713,1614
110958691540386687932,238
113837411954966782306,802
115710735637044108808,944
118272963320742298723,241
106244331832224111960,1439
117232561295343595052,750
104424338679069151673,1681
115687178185726009185,275
118163822095608736409,1395
105132348290763573082,212
114352415294077760776,413
104654596117144472007,855
101390634499212890400,237
118370548304204473212,481
111873853137122484021,2490
106324582128454068388,761
114234131406313450632,262
112791456928724330032,1370
114927337769962799558,382
113885344285909043613,734
114056084994793924628,1478
114338693031677692157,255
101319199068187021366,323
105237212888595777019,890
113559854071738546933,384
102373191596205712937,1577
103952215474318614668,1168
111596534707742648338,529
118146622799388835070,2080
104796164878325999711,1364
110341232839196198526,1532
103639605101618596263,444
116059998563577101552,746
107420755679696384063,2263
116829716295477682588,295
100974258168375166691,2734
104219386206797402856,242
105135366106400885786,471
117131320813354732027,583
110360807017939339454,211
105734496188329876446,199
101373961279443806744,3015
100212533664472988585,445
110143456285909533075,600
114163495703494102790,1014
111565851399356378888,1777
107545326706908151271,619
101964374013548035479,280
102600774742322762226,382
103793893237496493216,415
102611278726373296251,813
103207773865797007066,597
107602882044753150398,679
101544238620721926724,1942
102987934493562222561,1053
106682831104422461380,366
112374836634096795698,311
102774550708079525885,432
115314704721793037922,272
105282465056533626637,291
106801632715555072536,235
101326359135790262301,202
116764224689820866570,297
113607881597695397209,533
111156150809447518827,651
118359775516347734039,295
116956891296469126109,1045
104147032621576433590,2584
116071275946594200077,1558
109162365685489301148,464
116946353365741486225,211
100248477708182482151,269
105821241826446325759,508
102143342772805415582,907
114630301405242981651,468
102497753834519275145,1478
109549749746353031555,418
108421406654711256706,849
100259110586396288358,2326
113723385189467117257,361
109802367897926206088,1076
111856427400498745265,1888
114822401067576646327,198
107742059751171695340,2121
108542426628002931624,3232
104687831543694050353,786
114502453271491930341,772
108897363724526154071,918
103520907987098229443,873
100426271418081701134,476
101002632394819121609,389
104495868343034960513,391
110859403217752039593,405
107156755577155979497,603
100601653099231980918,411
113997606081190337196,640
109201681846030076792,2116
114128121140162546859,518
106473332550730818968,393
108269848851160210133,197
109823267333756106742,586
104561187141877738861,794
105222498085995524317,214
114924205158387502434,2319
116076186919541013139,2412
103150328351925153314,2050
111947940749970154249,201
106393478695568433143,2225
105545643950342933917,384
104316823021859641492,1775
115121555137256496805,1019
105914499000050957658,332
108543151681912562199,1005
116014853690237520142,189
109117683049682245427,211
104202263011113038990,912
107126665887970596868,2356
116966036149422215405,196
109596373340495798827,3369
116309790699277977438,188
101041393667288046408,1871
107830048514051210421,420
116092338664607879184,202
116738509537151724845,345
107092247147743256967,354
102210416669749405961,302
116267384604818495277,1167
116388205548839459693,728
104516819846796601045,1236
112276313212733068188,1993
105011393573131966283,262
103612871313139094390,1608
105719631874959534533,689
115045409965027013717,664
115869945490342925615,823
107561981993115897933,195
113440880897931183734,690
118120364585932387777,1492
101436636641228654042,1313
109680310309138404014,1129
105415522524678677847,538
113977564565884412904,409
107697270156490152958,272
101713334056435891507,536
100157670154620604789,469
114963325422581178121,334
116781687747998981985,960
105529872304620617805,308
101900299178799457829,2010
102170431816592344972,1794
114247122654933033701,395
116905863525318361853,335
115589247919832259423,348
100324134371388101482,413
114591025073501205649,236
106658487994152801806,759
115846057510297592992,226
103964119723683078709,284
108941983487083451766,462
107073845875601488093,377
102092396009587958391,1428
104577357381178665210,1341
108417129586581977230,416
107161758471284783023,275
117816511491982742269,289
118085865046319783623,1924
111975545018506506119,233
109122539496160679247,2964
116780922551677170912,1057
108346637271615594833,2961
117184181258526632678,3961
111062530954653948351,668
110573952887886961621,588
114583740977060324366,395
111760848883991243199,533
103251633033550231172,273
100295144614673481212,597
111161932825518198952,800
113967406616028106904,880
109388978193865391687,517
110701424312425851635,483
100397511207083609950,2218
117052107038197839303,1043
109701857897609747907,547
108411886734034145189,222
101269616518480136760,1808
102695129144001586272,662
101756995898929857907,262
101265890424846702444,355
107629114013544384077,1107
103528534457978794055,1844
115648054840814963877,3122
105390077271236874234,4409
107048563193682425629,1471
113433001494619467467,473
116541620250797636370,338
106435277369857404352,1122
109041744478038693398,344
100696028357408779679,222
108087889322682448672,620
116862971710981267949,1279
116588163905721394130,564
113097276181543898574,340
101942570752423042064,224
100420633490191557798,894
118333009720408143699,2032
108848250765819039716,210
115265236818261629482,716
115023834238558979464,659
108871986628238771394,212
106073318380485513752,407
113330053950020592701,1545
101640695827845658690,2223
114110327402201135668,2090
115940511630531767202,365
105112162675363776142,340
116443251214651015724,953
108133185707239796122,762
113079376038667232212,1522
102700271521603579909,595
103197499416072348822,423
105924818388092405620,821
105531572091125534170,502
103128232230617819686,603
102855346468155011104,1545
108759901321068677229,2752
108133989305617114507,532
115724768230571629148,1120
117532270444271899150,229
107534991451098430533,2034
109485132899041613538,599
118149685580234696847,386
118050849940309986243,727
101024577381502037593,403
117344786984788205452,489
100606339052908253278,306
110012123643219804319,721
111167107173528955920,369
117929151921447138991,194
101692353016977550460,570
115640579299878908599,545
117982576004839614895,224
114963335823650717178,1895
106074045866753981238,1042
115434806160641041267,464
100518419853963396365,249
117236212309459201599,351
100846633317188319300,413
112361960952807556741,200
111584384391407513657,1226
115090828967006027318,225
114127932562425131644,282
101961537456676830624,330
105454063295212872036,631
100950123944823159507,613
115135005437142391944,202
115106680289932322561,1894
107663386676329826112,248
115313784962423522494,284
100106473084399572659,336
102191075747262958777,2490
112960790583164686894,997
102991700177087923792,279
114070067704581747667,1523
115493843986611547716,764
116353828905202292711,377
104725217527158653334,242
105329245585862825504,554
118114557675104381720,1239
116668661489396616713,209
105324719332618510620,829
108998673146368660257,765
101849794562141574206,230
116337470434095717442,796
101874080810183022526,408
109410878385939067590,2367
108082478497335384404,358
117491021008888340305,1947
108041799200835991600,232
107358067518598447566,1573
116609148838132571735,491
107471076116163680138,245
112016573893269448710,250
116917308882329569527,571
113142161374630491395,289
115422160411497346366,1445
100545597066415598609,658
100535338638690515335,1039
116601386475273901307,3191
102929132146240115061,607
105248484118148978714,1346
101035196437264488455,1309
111716948575577959969,871
106626830503324723076,704
101783485458458787405,4286
112104019710863190872,626
111606640058785241980,200
110607746692718215864,516
112386510142867057451,345
117270655453846612117,354
110699285284076067395,514
116497021361001964326,1651
104392842026507204042,1621
101399057455678796387,353
114777760588985978838,850
102904128915733925934,236
117611181638655435522,1693
107508742898313609305,812
101119568117646041384,1216
115949235079382739229,1659
102885069450694226482,543
116844212074990688257,337
103875657007779608001,839
117191276486016381231,799
110859635804619214661,2167
117452349218378259937,302
102584411590523178276,1218
100132815412082402248,1051
110455526548551633166,1231
103142863293734819204,709
101445247481137522686,986
103795921262630398720,459
111280160736442836152,214
106291826191903119659,705
116805285176805120365,651
114565690168187360347,366
113859540036726448291,3078
117259487643709788649,400
112726038360301567381,815
102427185464881229528,250
101028761244286045194,681
117952625717994307054,1420
117807705400441218332,549
107195212023404839277,288
103770531046791651608,831
102109552988330787301,1289
104672614700283598130,437
100529664236448593221,737
106644585677637197494,1102
111718830236077991058,1380
107442931935695749657,861
105794903008314083842,715
114625057939163878602,204
102371306159232675813,264
106223801891930305271,194
117598094451834193393,402
113946715443571015123,1773
112707199408484711520,3228
118379821279745746467,313
116563127088683051053,714
111754036279251010992,455
101581844093375905208,749
111771137426879353123,550
111234552344495202201,880
103092365274156083113,2397
113881433443048137993,534
111031409666199205316,223
115460594433844109370,311
107051415587356426207,287
101857834577814801643,311
102906310537462160576,230
101717426933507445462,546
106890528313595891997,355
100770362378770488768,1305
104397059726359189186,449
113887809592988792646,480
107177449368840678942,194
114352541359374810407,956
110075254641670883556,743
103484147548147545515,619
108541235642523883716,902
106910930429880642663,274
105201210573914646038,1332
110791260170772171960,335
110788689115113965536,1598
109368654259427988906,1039
103247942188887412375,483
109736705930172082605,616
116375325352702759007,1710
102349987850176560760,665
111532818340136087829,744
100612175927429294541,670
114707910756425953932,2553
110865239138634754687,542
104858643838035519891,261
115708174332375617872,231
107318169263608653171,1932
114467935090117800655,814
111991872691699013484,1531
101104725981765415912,407
103324921589846414494,525
108767302908101682421,409
108210422693394889059,266
100554382943190866655,1043
106505700183557338123,234
114122960748905067938,3364
106724181552911298818,3020
105612667855212149293,363
113359131954752399307,968
117172829605139441548,436
105192876803309967810,917
104486977395417093427,269
114597319730525198453,2027
112020106365114589457,196
102750343066382220924,1658
100071314542033042636,526
117490675118584343332,1639
112812030524999905436,995
118399959266385734656,602
111959868753753996262,736
106382433884876652170,3581
101995834967238906264,1098
106036588985851683922,1663
117762593332079535969,790
101026577208733031226,589
106728288712777899597,1410
116313138295155714335,2896
108271498010038847942,741
101533950312409254345,209
101820172517343463664,418
101584477573242727874,207
113898697956458882832,1392
104577786425319045732,287
103391757252321121210,274
103697774730216910679,252
100806140357624959718,206
106869490400611014916,2875
102860775004661468497,251
104116284520950538276,726
113549303491259786424,198
110948030174441896116,1162
101453162215777563254,216
107191542129310486499,285
106727811555281104992,420
100024316682214673602,1832
113932742404264481825,798
102854726264949312248,564
115578299745384688306,2440
108887810032537376918,198
102505465304927131825,1115
112312147769720349096,203
114528432518230914438,366
117948914289725399427,553
115409429955408963270,866
103437967007157013701,296
102931053150981398407,463
108801899952694316017,1470
109054447517972971749,1353
108584940222628465190,432
106661021973560936202,255
106448934307511106762,332
104723167398398004122,3666
100719438911965823302,642
103049373110021341267,2463
107744400685777367953,365
102930978899275772159,209
104385895670279050872,369
103763319834242373359,570
100008438047495460295,1764
108832728178450403587,982
111386180601477121891,248
101329911725818815648,2694
103399926392582289066,1032
116984669804618209616,461
114224073212879076999,481
112997561829078041002,463
103804148858569966357,830
112724573277710080670,507
105661011150419732835,612
112974221880210124316,378
100227019745071160416,757
110741836870151771516,606
116316031556325367009,1791
110761519353364759379,785
107364930822313313743,263
100075370731033242197,231
110828051037437082044,944
108130211924447487656,208
111707273404757375952,1093
117337958158952242811,449
115640615149344329531,459
116342937492510737097,1090
100034852139736181861,465
116034566125505213240,211
105076678694475690385,509
102452242106567377625,256
109928491957846113803,936
109195132975967271577,649
116721310204582207099,251
112217333135124700456,326
109137561161944968875,495
102220865579025018688,263
107323726887023845557,2001
109052925792703772530,306
105262362497121611013,383
108487783243149848473,309
111822524481734946409,629
105989807116077671770,2222
117231150417495184962,476
109985391544462750924,762
108845250854229233264,2136
107403479819842014330,389
101700585583401899145,434
108295381167286729107,779
109060858971449443782,317
117616695405326289061,876
114121522802422541341,233
113998295683387625628,389
115260307850276266872,3545
112708194574821912619,1141
110521063997387669087,1231
103453522098470167898,496
109177683659525760187,2067
110186506680307757674,363
113209220492121310402,302
102316033607048146462,294
101256198205956792432,314
107927107949595737871,244
107091140355027379431,228
114690972417932491721,193
117445706025659722538,528
116611775502344633870,458
106432421922678528479,1966
104939255652455358237,2019
107396241442191327319,725
118282120616174390411,309
100531867994772412539,725
103788918112635947241,402
100845288048841379887,518
106765350556195002063,443
103294358672505913167,303
101108978688444895068,468
106946813054617763429,455
113160835303260286762,307
100084893009690449685,232
104214901993894018115,590
106213073640688349292,299
118418436905562612953,477
105296073309971958295,252
116920161376236094211,394
117408020200694760927,913
107078434366023179737,2757
117370659306066821697,419
100327603635717936220,1010
105474544524715065767,2349
112427290671642366818,489
117958141326540964871,578
101262357101290526802,677
112254467169147545881,481
108487045172849235178,528
111258992634637082336,232
100126627645946546637,518
116287958548276644222,1251
117287523098373414196,556
111091089527727420853,3928
110877657069053424190,1191
103857459148999991693,2140
111646509083683788507,437
103406065947811422330,476
115238351730261301846,913
110709044596850059055,406
103258880630136693404,1592
117555990096315491864,377
107656088609554509650,334
118197697985722047669,611
118301801570268856235,3740
115074742580527848126,545
106322465979385944906,277
100227436861049512391,1480
103376716412872136508,620
117455057198405135208,277
111749052209901260440,1448
105002356945204242757,782
100382758901355515850,2448
105795328080428214752,320
104987932455782713675,1547
115763820862294051342,2307
117166962835543791045,1069
114722508362900147006,1482
101143297920728999748,1447
102010383447562053979,222
107383157816966336384,346
111624531888169171475,992
113302983750916296162,2513
104610961097405033600,1067
116772708792764352748,2444
107938297490990811253,1493
114018232303831249060,439
108855771322927272374,704
108065304398648112883,2511
101338359436650633667,924
115175122097563306340,462
113686782180283744983,224
111103326533615884288,1114
109475113854351579364,373
100329698645326486178,825
107959073120069032818,305
111515275098138136006,1119
109113055371858804287,226
102865263115020893218,1042
113658376554820335123,1410
106326973089842217186,763
113626982025372147258,378
105493081640219878951,926
115991310440428267911,734
100534424316001246594,399
113340344488226387361,1603
116831348000486446478,351
107576000524639319106,339
112168532919163548349,320
105692638750259943307,243
115968362670247498968,210
118189557834821279537,547
114202150062599138446,329
116594199576805510790,829
104484219049883711215,453
108523803950497353791,632
112696040957795558674,538
115655034901162574758,523
109001516209623220025,801
116587706417674222489,547
100460370350549005348,882
112327112572200841418,224
110556772494804817339,272
108651717657234645162,1098
115857169311928063490,327
116956180003015275645,267
117984777098386766336,643
104973761519912571719,259
107330528562005281406,656
109063483052735719193,501
108693140064226726422,810
104302681036039358240,823
101587898863667558185,320
105557068601771362265,220
109769313709738964966,418
117257256457124846325,412
107745703546107641585,390
112508589247432380775,987
101052845941647002594,1171
110073913182697142141,448
100193020878648664187,285
109300236710784398026,1569
103132137648863008501,1008
113525452068079872166,1630
114732462401762121867,207
109730230595248901367,271
111080462245113801441,328
113936855516056736598,523
106964361259992368482,1073
108598457750438690719,265
114345903275605514915,1393
100373172192573450713,804
109080723668547114837,1308
117807916297689738572,615
106992071744711893668,814
111506512994181681852,1103
111093861808435159568,926
106759471889350611686,420
102706617498227438534,222
116043634832957991812,190
115801986383089722924,379
103912470393680459414,289
114593467862729839152,208
100751529912611655620,1509
113122849211958571321,468
106709392619461204733,2407
113116318008017777871,1040
117327973844438638644,3506
110886445140146737204,848
108295764867109612313,1180
102906377456782762333,1004
111907009595057957530,399
101536109537442359228,232
110404902994335579225,1799
106991151617762959435,2538
114814005044450108245,487
110897184785831382163,2123
109519872564472121189,696
103546981939364425829,2658
112995526873937214223,1694
109348097815277817681,672
105896517491618631584,207
113314650423955109465,237
110103963031915619513,810
103546926925384214533,484
102536973315470425722,229
107308460013033893888,3274
103462873333877980961,1064
113686253941057080055,849
109558101300738560330,209
105280454217398641239,781
106369182367169177791,1570
101015473124516188989,1491
105157808619811669282,1280
111221452655555194574,1872
114274687956791581923,325
106575678682738576592,1124
110329781365538654444,1726
101308829437436728508,522
113419842301978363644,418
108281402893464715862,1494
105120100085902599040,2807
110351006045593232796,2727
110031522736718328239,920
112314186335447733516,875
107635094329792651474,1156
110192912711569207284,444
104853853609334935411,315
102126834369255384012,1405
100528103026443249226,415
115099487132139790319,939
113311736332375450968,3052
115607115047101130036,198
113867139716918028158,503
103226166584311556924,1867
112444894894322397484,3032
116863513344237204689,226
116984158806329217347,258
110378953230340021029,336
115478779964227301239,256
102174521044350449504,718
115130707685555612640,352
111218850861639480546,588
107125656733807816445,503
108562663811833467339,1336
111454930036450952873,419
100826800475206898265,315
117888860379667170672,1303
101869954449217888195,782
102578334148314873898,679
101418323239228547842,817
105381323836508035898,253
106627325350412204761,366
118112346708818508960,2266
112188647432305746617,616
101763734752815884363,247
106772544387169323774,3018
112931539494181042672,3587
101511176602785208115,256
107201578951190192926,441
100516331294177704642,740
112308230349235107982,958
114362893782996264270,219
107827589030051198475,257
105735158965333960126,761
115155315971213272663,1660
115541942049354890937,212
103861741370066605527,2270
102476152658204495450,2135
110212244745736717557,719
110108003269282467898,725
102097892256472472261,1280
111666976040493059703,300
100292505183155352470,511
100463344564987045291,1090
104788742410275705868,221
100263446531876083728,197
114531070097717314226,1478
108231209777510945309,1411
101525030448784608411,269
111897479609123887632,340
114977870147629988402,214
110161924579162866048,236
108903150312452916733,289
111857633013695167867,219
115571432383820347741,246
102994277616386178057,363
110665144268316765783,273
100584544075742338361,1837
111554675602464825364,2133
111809659141324032472,213
115213854582147469450,1654
113621986695574236489,1472
104119608064940163872,2061
112047849358415491555,458
106517136902594786911,724
116675199431703566345,1050
116839109020206161482,209
112329394481392555656,549
114753496995891786832,358
118088897327749634204,874
118232610543243748223,294
107507408954672789034,355
111299594167177765377,2439
115632939368970139294,267
118227548810368513262,272
106215718640234782825,414
115470498364726846205,260
114466969251209334825,407
103103834116993607848,2937
108429362865809614439,255
100095264391620936473,443
115589055739130724571,322
111662182151481614771,401
114409941429106157049,351
100849600580149529265,305
116515022365911465416,1440
105405650077092541765,224
111363508056925533923,630
115188225931820970468,4074
118117334978421992071,854
101665064691865193540,201
103537070635474763753,272
106844184289605969981,415
109708632267514741537,1014
100456143298850261994,434
113747573475079649125,960
108128002074823934634,859
106854769490241988382,1264
102002299339025067376,818
106966983060078133832,379
114562063418546732391,412
110258899475477198037,3268
110221600888730781060,439
110817132422072935212,532
110213253066194075593,1216
114754482413066466822,196
101927752951125284877,1273
114165874766495952590,424
116849062506250163587,220
100290483991216332116,204
111802279640977246432,940
105216491640488683417,1571
117241173825568905048,465
117298410055998935548,321
100730931531762511307,1844
110865524329848064189,423
106867699281352191561,1163
113180375618328351247,915
116719211656774388392,394
116908343245369871265,238
107040353898400532534,3028
107590093667978669374,3548
117823024638130453952,191
100973338013746275174,892
110668479729372555286,1694
109867857011852916441,320
114503806689722509896,887
104557885419342982371,511
108409543481468632543,506
113203383943796589449,228
101670592154326222488,3213
103090889232468301451,2813
108684873053779023051,279
110385399973090519138,1189
106922749016154628590,3072
100771715351072186974,3314
110195314133825778940,564
113207284304050525787,647
115124692523822890487,1026
111499908439497508351,200
109268388872941447574,330
107508761948047090365,191
103616688306533110915,487
117373186752666867801,1546
105611889600461566935,1032
111050672546250921180,799
112119492915454753097,1770
109602109099036550366,1643
105203293987969786745,311
109721822182547128981,785
116069106709288999517,250
108365807612905030742,994
116143340835822342380,251
100583643768601491449,3079
117716997632526602461,481
115739378269261680935,243
103403824431405645263,1479
110200115381518276083,3160
117986587361484380898,3074
101038104764033734752,1010
114492520059525754665,1779
105489064367742025310,2735
101741476056657498230,830
111045659538457768080,468
107874746796337550168,648
103903198087988193655,2299
116761784986758593534,1405
105280829499546436538,1885
108323553556406977438,291
108839964851083430426,261
105713497706843136406,1043
117734260411963901771,572
111268670388876439841,617
103011662826175289775,562
105237921709043602191,849
116460301478954433142,394
105912966310368032981,475
108156462932120603294,1928
112623722232653545872,228
109213052653037315302,947
116819601264686093434,199
101465854435804471513,720
108048325630653551776,237
101942254766672606204,294
104183986357379518368,217
108373054660269328912,302
116127033078839124702,963
107586850351692018634,339
102455282480784055751,1740
110263069898041783827,226
100534894613722091866,359
104283104920976967309,529
110013884799897003049,389
113861527938285739869,452
104947278653644467788,839
107296660002634487593,795
102854311912714900388,1754
115058384974405026221,584
117890768446714336956,215
100294995440554808691,1269
110097167949323324728,1546
106214168948760942073,748
102273612307748864639,768
104777320067118217774,660
109439758903132910470,488
100097706252571210245,1775
113130804065852101231,408
114775869285833699322,605
108505256650372818129,977
113166718268343560861,780
115918818282341074942,249
116431298255772792734,465
102116153431665059335,668
107583917023806019934,334
116807883656585676940,3278
107563140683873861979,761
117109117655029143874,490
108820884356510622838,538
105510708763837902389,1096
117614344165629501473,806
111058843129764709244,2508
116665417191671711571,415
110240143550654748022,296
106156985265464360541,914
109807028137683843781,2239
110890011478431283139,1207
111288574156818690676,1001
111353288711775193336,457
118252144082271575604,609
112507886156998828584,703
107836723567496169578,444
102386800669758315539,1096
104449022281644467080,315
114753912132084339866,877
116117732247378471739,291
115360979797396777969,461
116973390574320264137,360
108561349569146460796,435
117162800993007262832,897
112661262066626464523,214
117417508454421237881,212
101962829696981365403,2120
109993856694493033928,830
107628073958249963486,2069
116534279659359004047,363
104834129907874592944,1407
100682750104979237904,1035
116612682224061985636,429
117388252776312694644,2452
108413247499481325229,595
103541694080221120019,206
110828670835957136050,299
101935635356483883907,302
102870156159224228861,245
112082748565101045815,219
107925874955413651119,1468
105108471251733473504,517
105628192186131306330,608
109461767268427172934,264
107520568772200234207,242
106713627909106680123,369
113443642336564150331,907
104930746480936092336,221
115981666089161228221,305
101335707221917520541,220
104896279899522511298,307
102660914822081639823,188
108433567119529002085,957
105125200244438350001,441
114853458007065354930,615
112965575227153335106,461
109393486415188433944,738
101879656850551340719,534
100834378485895409468,201
114516047414042281846,2783
114933492208374971816,569
117179342925500217069,266
113927458867971329408,251
113288759593964992914,620
100565385083793662565,851
113006028898915385825,376
107033719211280534580,375
100043057758270223301,791
117088176788635543844,1104
111418474601985915957,1742
115908495836160429791,679
111354151527525918054,349
111670467939705171958,435
115089832873057935048,1129
107029192075743210845,890
107404242080797040590,1978
114716511657095000926,648
114241769137567604794,973
115657487687082916644,195
101296733497152203208,1438
105201985828750081815,1669
105123149389838049739,619
107815115636413096242,496
114565220637086693515,455
100588859137979271481,789
110289635420900846720,870
102217272999087864725,615
100097237485500025852,685
107193383600929945134,856
104796718031414344166,847
110586200244894111173,245
111176487678886718903,628
118347842785257409032,347
102045671078127727522,1389
100882238047955853731,377
116031914637788986927,599
101737255974887534884,348
111655402802831199860,385
107473784930131484681,472
107646192438305794013,446
102587376396978665016,1636
101248054507015265353,1363
109448100344090719124,1212
104809627258209738186,190
104237039098814868739,559
115508266588418346090,870
113361136769082850298,1181
114210145868661833108,597
116893382425845397010,375
116497426323733343074,2968
114893401725193022038,1512
117058794763073546749,915
107838992645636932979,567
116830386453925016459,398
115625564993990145546,310
107165330339923298054,557
104901455972039434292,363
101721268843932493774,325
102048504370862809335,505
101005240119432390037,1253
103099807663073306865,849
105285099106615025037,509
100940716892313727285,498
105604814497942545338,236
106106605765035136855,625
106289562822644692555,1498
117025592640538159466,509
107833107845497630206,1511
109167101392398799057,1878
106263684328187336756,731
105537480041813911866,327
112346228140774744518,367
118009926636472705311,369
104143409315504439374,1097
114947966666286926948,934
108202989932786461870,563
113612142759476883204,297
112364132652438722780,745
102320524936679862074,234
108047815295114435660,317
113590441169893466340,321
100580888383291593760,1031
103389452828130864950,664
100530023347014992864,549
115284179431042979728,1267
109266048854869007499,216
109263565666956973660,204
116254637170132231766,543
115080273675497813721,1987
107269778413208710799,224
109206112446829801615,1900
108224171123988072294,1032
100534391859427537040,338
114452950895312441109,1112
108640673873589796416,371
107142591828225588651,603
115734333194299967304,560
103880151402011849507,321
104184894072987737987,969
112980324675106056761,515
112364540357127470935,876
102897222569577118558,233
103674224556506517354,748
108358115457111669490,322
112433233162542061134,873
106275343878613760300,620
106373214155619521284,747
101174951617223562800,363
102716016615896844516,342
110613220973177529090,579
113329792100896065459,697
110420292101015269823,499
107428620158524532528,393
105554277784426121544,834
109018224010056005635,1584
103262850972067482935,739
116256942907005862099,545
104846054806852679393,1328
118170586087895548128,322
117916903811396964681,202
105157129375571821759,1165
109723579416761476832,217
112649437116708976487,269
103280928477562738913,671
116799045993451756042,1439
100644338456964460622,526
113844406975905014342,250
105952074289560274827,312
100545833683010783092,193
112390234505347054587,212
114893639780295986798,267
111731071122260914110,278
110649446288671329044,1455
111355895099122965371,656
106920059607812615730,322
105920667911923443503,271
116920536042119674192,496
111603911347053319571,340
115173809449423402276,309
110026039940732167557,451
100735216624210397513,722
103911183408644149411,509
102021346615346058718,539
106747241169129375850,203
115723497250720724489,273
106347583817027510389,586
117669061322067424026,623
108259069168686449237,746
107484909352123357422,324
107636821116138280839,192
115297159870888534028,470
105584965854481617985,577
105034678859722611686,401
118408266993999292955,254
108859433586094924564,331
113896907556049130248,361
107332909496898144882,495
101386134866913345039,907
110720576611232766643,303
114092052797730247075,1877
117997508248143467215,332
110243053391500821936,2185
101990849374146995823,703
109899289749426927448,1073
113130424793293957608,1413
111232346000552816062,1074
110735228167430300745,276
100382076211124259598,1983
106029647376914827875,1120
104098555254060975234,342
102394487978676475193,527
118122556596388698587,441
115112642117041821486,302
110001561445750946018,436
114765095157367281222,405
104244290258848883138,196
111433245253472835474,1851
112490076752294049883,193
111520630976355928479,330
115633632300685704236,222
103870019524953588635,291
110538901086027880345,1475
106376239368339615111,193
114971910361717492458,1118
106878340764465942706,199
110145704806254434189,349
104612091113514802664,292
104457515488491843480,314
102626765588881492068,588
108821489998606902666,690
109383335341352754578,842
116570889542655364711,220
104155430809547914598,263
113370543021262891650,818
115947571425501492839,949
117220625678034723010,769
